1.15,3500,3468,3484,3481,6968,10452,202,0.5804597701149425,4632.068965517242,4652.068965517242,4652,2362,16569,0,0,0.5
1.17,3402,3460,3485,3484,6862,10347,96,0.27586206896551724,2201.3793103448274,2221.3793103448274,2221,1175,13236,0.04080000000000004,0.04081632653061228,0.5204081632653061
1.19,3419,3436,3427,3480,6855,10282,89,0.2557471264367816,2040.8620689655172,2060.862068965517,2061,1097,11173,0.08160000000000008,0.08163265306122457,0.5408163265306123
1.21,3443,3429,3362,3475,6872,10234,106,0.3045977011494253,2430.689655172414,2450.689655172414,2451,1287,9650,0.1224000000000001,0.12244897959183684,0.5612244897959184
1.23,3345,3421,3320,3471,6766,10086,0,0,0,20,20,100,4952,0.16320000000000015,0.16326530612244913,0.5816326530612246
1.25,3375,3402,3279,3468,6777,10056,11,0.031609195402298854,252.24137931034485,272.2413793103449,272,223,4000,0.20400000000000018,0.20408163265306142,0.6020408163265307
1.26,3379,3402,3283,3464,6781,10064,15,0.04310344827586207,343.96551724137936,363.96551724137936,364,268,4254,0.2244000000000002,0.22448979591836754,0.6122448979591838
1.28,3455,3422,3316,3468,6877,10193,111,0.31896551724137934,2545.344827586207,2565.344827586207,2565,1343,8348,0.2652000000000002,0.26530612244897983,0.6326530612244899
1.3,3436,3444,3391,3471,6880,10271,114,0.3275862068965517,2614.137931034483,2634.137931034483,2634,1377,10824,0.30600000000000027,0.3061224489795921,0.6530612244897961
1.32,3444,3454,3432,3474,6898,10330,132,0.3793103448275862,3026.8965517241377,3046.8965517241377,3047,1578,12697,0.34680000000000033,0.3469387755102044,0.6734693877551022
1.34,3476,3497,3507,3495,6973,10480,207,0.5948275862068966,4746.724137931034,4766.724137931034,4767,2418,17458,0.38760000000000033,0.3877551020408167,0.6938775510204084
1.36,3534,3524,3548,3500,7058,10606,292,0.8390804597701149,6695.862068965517,6715.862068965517,6716,3370,21457,0.4284000000000004,0.42857142857142894,0.7142857142857144
1.38,3498,3519,3547,3500,7017,10564,251,0.7212643678160919,5755.689655172414,5775.689655172414,5776,2911,20124,0.46919999999999995,0.4693877551020408,0.7346938775510203
1.4,3493,3517,3538,3500,7010,10548,244,0.7011494252873564,5595.172413793103,5615.172413793103,5615,2833,19616,0.51,0.5102040816326531,0.7551020408163265
1.42,3520,3522,3533,3502,7042,10575,276,0.7931034482758621,6328.9655172413795,6348.9655172413795,6349,3191,20473,0.5508000000000001,0.5510204081632654,0.7755102040816326
1.43,3594,3520,3509,3503,7114,10623,348,1,7980,8000,8000,3998,21997,0.5712,0.5714285714285715,0.7857142857142858
1.45,3527,3503,3474,3498,7030,10504,264,0.7586206896551724,6053.793103448275,6073.793103448275,6074,3057,18220,0.6120000000000001,0.6122448979591838,0.806122448979592
1.47,3520,3493,3455,3500,7013,10468,247,0.7097701149425287,5663.9655172413795,5683.9655172413795,5684,2866,17077,0.6528000000000002,0.6530612244897961,0.8265306122448981
1.49,3449,3491,3436,3495,6940,10376,174,0.5,3990,4010,4010,2049,14157,0.6936000000000002,0.6938775510204084,0.8469387755102042
1.51,3347,3473,3407,3496,6820,10227,54,0.15517241379310345,1238.2758620689656,1258.2758620689656,1258,705,9428,0.7344000000000002,0.7346938775510207,0.8673469387755104
1.53,3514,3457,3367,3490,6971,10338,205,0.5890804597701149,4700.862068965517,4720.862068965517,4721,2396,12951,0.7752000000000002,0.7755102040816328,0.8877551020408164
1.55,3472,3430,3316,3487,6902,10218,136,0.39080459770114945,3118.6206896551726,3138.6206896551726,3139,1623,9142,0.8160000000000003,0.8163265306122451,0.9081632653061226
1.57,3442,3419,3292,3482,6861,10153,95,0.27298850574712646,2178.4482758620693,2198.4482758620693,2198,1164,7079,0.8568000000000003,0.8571428571428574,0.9285714285714287
1.58,3416,3412,3299,3478,6828,10127,62,0.1781609195402299,1421.7241379310344,1441.7241379310344,1442,794,6254,0.8772000000000003,0.8775510204081636,0.9387755102040818
1.6,3387,3410,3369,3475,6797,10166,31,0.08908045977011494,710.8620689655172,730.8620689655172,731,447,7491,0.9180000000000004,0.9183673469387759,0.9591836734693879
1.62,3419,3405,3445,3471,6824,10269,58,0.16666666666666666,1330,1350,1350,750,10761,0.9588000000000004,0.9591836734693882,0.9795918367346941
1.64,3485,3413,3465,3470,6898,10363,132,0.3793103448275862,3026.8965517241377,3046.8965517241377,3047,1578,13744,0.9996,1,1
,,,,,,,,,,,,,,,,
1.15,,,,,6766,10056,,,,,,,,,,
1.64,,,,,7114,10623,,,,,,,,,,
0.49,,,,,348,567,,,,,,,,,,
